"serial" "s1gender" "ethsfr" "famsec" "s1pared" "s1expel" "s1truan" "s1weight" "s1peta2" "gcsepts" "graddsci" "satdsci" "gradfren" "satfren" "gradit" "satit" "gradphys" "satphys" "gradchem" "satchem" "gradbiol" "satbiol" "gradmath" "satmath" "gradeng" "sateng" "pcschtype"
"7164" 182899 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 1.19041836489625 "1-4 A*-C" 36.5 "D" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "D" "Yes" "Comprehensive 16"
"7165" 182923 "Female" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.0076371677989 "5+ A*-C" 47 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 16"
"7166" 182931 "Female" "White" "Large employers and higher professionals" "Neither parent with A-level" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 48 "Fail" "No" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Comprehensive 16"
"7167" 182972 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.19041836489625 "1-4 A*-C" 36 "D" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "D" "Yes" "Comprehensive 16"
"7168" 182980 "Male" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.874575932300931 "5+ A*-C" 64 "Fail" "No" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 16"
"7169" 183020 "Male" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.8399113301303 "1-4 D-G" 8 "Fail" "No" NA "No" NA "No" NA "No" NA "No" NA "No" "F" "Yes" "F" "Yes" "Comprehensive 16"
"7170" 183046 "Female" "White" "Lower supervisory occupations" "At least one parent with degree" "Not excluded" "No truancy" 1.0076371677989 "5+ A*-C" 43 "D" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "C" "Yes" "Comprehensive 16"
"7171" 183053 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 72 "A" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 16"
"7172" 183111 "Female" "White" "Intermediate occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 76 "A" "Yes" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A*" "Yes" "Comprehensive 16"
"7173" 183137 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 63 "B" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Comprehensive 16"
"7174" 183145 "Male" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.874575932300931 "5+ A*-C" 54 "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 16"
"7175" 183160 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 63 "B" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "A" "Yes" "Comprehensive 16"
"7176" 183194 "Male" "White" "Semi routine and routine occupations" "At least one parent with degree" "Not excluded" "Occasional truancy" 1.8399113301303 "5+ D-G" 19 "F" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "F" "Yes" "E" "Yes" "Comprehensive 16"
"7177" 183210 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 2.33829075257393 "None" 1 "Fail" "No" NA "No" NA "No" NA "No" NA "No" NA "No" NA "No" NA "No" "Comprehensive 16"
"7178" 183228 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 52 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 16"
"7179" 183251 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.2082581801668 "5+ A*-C" 44 "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 16"
"7180" 183293 "Male" "White" "Semi routine and routine occupations" "At least one parent with A-level" "Suspended" "No truancy" 0.874575932300931 "5+ A*-C" 55.5 "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 16"
"7181" 183335 "Female" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.19041836489625 "1-4 A*-C" 41.5 "D" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 16"
"7182" 183343 "Male" "White" "Intermediate occupations" "At least one parent with A-level" "Suspended" "No truancy" 1.50292435559564 "1-4 A*-C" 31 "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "E" "Yes" "Comprehensive 18"
"7183" 183350 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.50292435559564 "1-4 A*-C" 39 "D" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 18"
"7184" 183368 "Female" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.0076371677989 "5+ A*-C" 50 "D" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "B" "Yes" "Comprehensive 18"
"7185" 183376 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 56 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 18"
"7186" 183384 "Female" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.19041836489625 "1-4 A*-C" 37.5 "D" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "F" "Yes" "C" "Yes" "Comprehensive 18"
"7187" 183392 "Female" "White" "Intermediate occupations" "At least one parent with degree" "Expelled" "Occasional truancy" 0.722894686944571 "5+ A*-C" 64 "A" "Yes" "B" "Yes" "B" "Yes" NA "No" NA "No" NA "No" "C" "Yes" "A" "Yes" "Comprehensive 18"
"7188" 183426 "Male" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.874575932300931 "5+ A*-C" 56 "B" "Yes" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 16"
"7189" 183434 "Female" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "Occasional truancy" 1.19041836489625 "1-4 A*-C" 42 "D" "Yes" "B" "Yes" "D" "Yes" NA "No" NA "No" NA "No" "D" "Yes" "B" "Yes" "Comprehensive 16"
"7190" 183442 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 63 "B" "Yes" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 16"
"7191" 183475 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.2082581801668 "5+ A*-C" 43 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 16"
"7192" 183509 "Female" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.19041836489625 "1-4 A*-C" 29 "F" "Yes" "G" "Yes" NA "No" NA "No" NA "No" NA "No" "F" "Yes" "E" "Yes" "Comprehensive 16"
"7193" 183533 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 0.874575932300931 "5+ A*-C" 70 "A*" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "B" "Yes" "Comprehensive 16"
"7194" 183541 "Male" "White" "Lower supervisory occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.50292435559564 "1-4 A*-C" 40 "D" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 16"
"7195" 183558 "Male" "White" "Large employers and higher professionals" "At least one parent with A-level" "Not excluded" "No truancy" 0.874575932300931 "5+ A*-C" 55 "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Comprehensive 16"
"7196" 183574 "Female" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.19041836489625 "1-4 A*-C" 26 "E" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "D" "Yes" "Comprehensive 16"
"7197" 183590 "Female" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Suspended" "Occasional truancy" 0.722894686944571 "5+ A*-C" 51 "C" "Yes" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 16"
"7198" 183632 "Male" "White" "Other" "At least one parent with degree" "Not excluded" "Occasional truancy" 0.874575932300931 "5+ A*-C" 55 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "C" "Yes" "Comprehensive 18"
"7199" 183657 "Male" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 1.2082581801668 "5+ A*-C" 46 "C" "Yes" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 18"
"7200" 183665 "Male" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.2082581801668 "5+ A*-C" 46.5 "D" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 18"
"7201" 183673 "Female" "White" "Other" "Neither parent with A-level" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 80 "Fail" "No" "B" "Yes" NA "No" "A" "Yes" "B" "Yes" "A" "Yes" "A*" "Yes" "A*" "Yes" "Comprehensive 18"
"7202" 183707 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.874575932300931 "5+ A*-C" 76.5 "Fail" "No" "A" "Yes" NA "No" "B" "Yes" "C" "Yes" "B" "Yes" "A" "Yes" "A" "Yes" "Comprehensive 18"
"7203" 183715 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 67.5 "B" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "A" "Yes" "Comprehensive 18"
"7204" 183731 "Male" "White" "Semi routine and routine occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.8399113301303 "5+ D-G" 24.5 "D" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "E" "Yes" "Comprehensive 18"
"7205" 183764 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 47 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 18"
"7206" 183780 "Male" "White" "Large employers and higher professionals" "Neither parent with A-level" "Not excluded" "Occasional truancy" 0.874575932300931 "5+ A*-C" 51.5 "B" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Comprehensive 18"
"7207" 183798 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.19041836489625 "1-4 A*-C" 44 "D" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 18"
"7208" 183814 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 63.5 "A" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 18"
"7209" 183822 "Female" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.19041836489625 "1-4 A*-C" 38 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 18"
"7210" 183855 "Male" "White" "Large employers and higher professionals" "Neither parent with A-level" "Not excluded" "No truancy" 0.874575932300931 "5+ A*-C" 64 "B" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"7211" 183871 "Male" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.2082581801668 "5+ A*-C" 47 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "D" "Yes" "Comprehensive 18"
"7212" 183889 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 63 "C" "Yes" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"7213" 183897 "Female" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 76 "B" "Yes" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 18"
"7214" 183905 "Male" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.2082581801668 "5+ A*-C" 45 "D" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 18"
"7215" 183913 "Male" "Pakistani" "Lower supervisory occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.874575932300931 "5+ A*-C" 54 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"7216" 183921 "Female" "White" "Intermediate occupations" "At least one parent with degree" "Not excluded" "Occasional truancy" 0.722894686944571 "5+ A*-C" 61 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"7217" 183947 "Female" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "Persistant truancy" 1.87772539545844 "1-4 D-G" 8 "G" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "Fail" "Yes" "F" "Yes" "Comprehensive 18"
"7218" 183962 "Male" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.874575932300931 "5+ A*-C" 59 "B" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 18"
"7219" 183970 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.874575932300931 "5+ A*-C" 69 "A*" "Yes" NA "No" "A" "Yes" NA "No" NA "No" NA "No" "A*" "Yes" "A" "Yes" "Comprehensive 18"
"7220" 184028 "Female" "White" "Semi routine and routine occupations" "At least one parent with A-level" "Not excluded" "Occasional truancy" 0.722894686944571 "5+ A*-C" 59.5 "B" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 18"
"7221" 184044 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 1.0076371677989 "5+ A*-C" 53 "D" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "A" "Yes" "Comprehensive 18"
"7222" 184077 "Female" "White" "Large employers and higher professionals" "At least one parent with A-level" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 51.5 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Comprehensive 18"
"7223" 184093 "Female" "White" "Large employers and higher professionals" "At least one parent with A-level" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 73 "A*" "Yes" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "A*" "Yes" "Comprehensive 18"
"7224" 184119 "Male" "White" "Intermediate occupations" "At least one parent with degree" "Not excluded" "No truancy" 1.8399113301303 "5+ D-G" 13 "Fail" "No" NA "No" "F" "Yes" NA "No" NA "No" NA "No" "F" "Yes" "E" "Yes" "Comprehensive 18"
"7225" 184127 "Female" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 0.722894686944571 "5+ A*-C" 62 "A" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Comprehensive 18"
"7226" 184143 "Female" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 0.722894686944571 "5+ A*-C" 48 "C" "Yes" "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 18"
"7227" 184150 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 1.2082581801668 "5+ A*-C" 44 "C" "Yes" "D" "Yes" "D" "Yes" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 18"
"7228" 184176 "Female" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.19041836489625 "1-4 A*-C" 32 "E" "Yes" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 18"
"7229" 184234 "Male" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 1.50292435559564 "1-4 A*-C" 40 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 18"
"7230" 184259 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" NA 0.874575932300931 "5+ A*-C" 52 "C" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "A" "Yes" "Comprehensive 18"
"7231" 184267 "Male" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.50292435559564 "1-4 A*-C" 39 "B" "Yes" "E" "Yes" "E" "Yes" NA "No" NA "No" NA "No" "C" "Yes" "D" "Yes" "Comprehensive 18"
"7232" 184283 "Female" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.0076371677989 "5+ A*-C" 46 "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 18"
"7233" 184291 "Female" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.0076371677989 "5+ A*-C" 39 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "D" "Yes" "Comprehensive 18"
"7234" 184317 "Male" "White" "Other" "At least one parent with A-level" "Not excluded" "Occasional truancy" 1.8399113301303 "5+ D-G" 30 "E" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "D" "Yes" "Comprehensive 18"
"7235" 184325 "Male" "Pakistani" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 1.2082581801668 "5+ A*-C" 40 "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 18"
"7236" 184333 "Female" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 64 "A" "Yes" NA "No" "B" "Yes" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Comprehensive 16"
"7237" 184341 "Female" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "Occasional truancy" 0.722894686944571 "5+ A*-C" 55 "B" "Yes" NA "No" "C" "Yes" NA "No" NA "No" NA "No" "Fail" "Yes" "B" "Yes" "Comprehensive 16"
"7238" 184366 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "Occasional truancy" 0.874575932300931 "5+ A*-C" 65 "A*" "Yes" "C" "Yes" "A" "Yes" NA "No" NA "No" NA "No" "D" "Yes" "B" "Yes" "Comprehensive 16"
"7239" 184382 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 52 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 16"
"7240" 184390 "Male" "White" "Other" "Neither parent with A-level" "Not excluded" "No truancy" 1.2082581801668 "5+ A*-C" 43 "B" "Yes" NA "No" "D" "Yes" NA "No" NA "No" NA "No" "Fail" "Yes" "D" "Yes" "Comprehensive 16"
"7241" 184416 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.874575932300931 "5+ A*-C" 48 "B" "Yes" "E" "Yes" "C" "Yes" NA "No" NA "No" NA "No" "Fail" "Yes" "C" "Yes" "Comprehensive 16"
"7242" 184424 "Male" "White" "Lower supervisory occupations" "At least one parent with degree" "Not excluded" "No truancy" 1.2082581801668 "5+ A*-C" 48 "B" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 16"
"7243" 184432 "Female" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.0076371677989 "5+ A*-C" 47 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Comprehensive 16"
"7244" 184440 "Male" "White" "Intermediate occupations" "At least one parent with degree" "Not excluded" "Occasional truancy" 0.874575932300931 "5+ A*-C" 55 "B" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 16"
"7245" 184457 "Male" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.8399113301303 "5+ D-G" 15 "E" "Yes" "G" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "F" "Yes" "Comprehensive 16"
"7246" 184473 "Male" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "Persistant truancy" 1.50292435559564 "1-4 A*-C" 34.5 "A" "Yes" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "D" "Yes" "Comprehensive 18"
"7247" 184481 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.874575932300931 "5+ A*-C" 56.5 "B" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"7248" 184499 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 74 "A" "Yes" "A*" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "B" "Yes" "Comprehensive 18"
"7249" 184507 "Male" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.2082581801668 "5+ A*-C" 45 "C" "Yes" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 18"
"7250" 184515 "Female" "White" "Large employers and higher professionals" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.19041836489625 "1-4 A*-C" 37.5 "E" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 18"
"7251" 184606 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.19041836489625 "1-4 A*-C" 33.5 "D" "Yes" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 18"
"7252" 184663 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 1.0076371677989 "5+ A*-C" 42 "C" "Yes" NA "No" "Fail" "Yes" NA "No" NA "No" NA "No" "B" "Yes" "D" "Yes" "Comprehensive 16"
"7253" 184689 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.2082581801668 "5+ A*-C" 39.5 "B" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "D" "Yes" "Comprehensive 16"
"7254" 184697 "Male" "White" "Lower supervisory occupations" "At least one parent with degree" "Not excluded" "Occasional truancy" 1.2082581801668 "5+ A*-C" 42.5 "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "D" "Yes" "Comprehensive 16"
"7255" 184705 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 64 "B" "Yes" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "A" "Yes" "Comprehensive 16"
"7256" 184713 "Male" "Pakistani" "Intermediate occupations" "At least one parent with degree" "Not excluded" NA 0.898872967818747 "5+ A*-C" 64 "Fail" "No" NA "No" "C" "Yes" "A" "Yes" "A" "Yes" "B" "Yes" "A" "Yes" "A*" "Yes" "Grammar"
"7257" 184721 "Male" "White" "Large employers and higher professionals" "At least one parent with A-level" "Not excluded" "No truancy" 0.898872967818747 "5+ A*-C" 78 "Fail" "No" NA "No" NA "No" "A*" "Yes" "A*" "Yes" "A" "Yes" "A*" "Yes" "A*" "Yes" "Grammar"
"7258" 184739 "Male" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.898872967818747 "5+ A*-C" 69 "Fail" "No" NA "No" "A" "Yes" "A" "Yes" "A" "Yes" "A" "Yes" "A*" "Yes" "A" "Yes" "Grammar"
"7259" 184747 "Male" "White" "Large employers and higher professionals" "At least one parent with A-level" "Not excluded" "No truancy" 0.898872967818747 "5+ A*-C" 63 "B" "Yes" NA "No" "B" "Yes" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Grammar"
"7260" 184754 "Male" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.898872967818747 "5+ A*-C" 80 "Fail" "No" "A*" "Yes" NA "No" "A*" "Yes" "A*" "Yes" "A*" "Yes" "A*" "Yes" "A*" "Yes" "Grammar"
"7261" 184762 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Suspended" "No truancy" 0.898872967818747 "5+ A*-C" 49 "Fail" "No" "E" "Yes" NA "No" "C" "Yes" "C" "Yes" "B" "Yes" "C" "Yes" "C" "Yes" "Grammar"
"7262" 184788 "Male" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.898872967818747 "5+ A*-C" 59 "Fail" "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "A" "Yes" "B" "Yes" "B" "Yes" "Grammar"
"7263" 184812 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.722894686944571 "5+ A*-C" 62 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 18"
"7264" 184820 "Male" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.874575932300931 "5+ A*-C" 49 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 18"
