WaterbodyName,Years,SampleDate,Alkalinity-total (as CaCO3),Ammonia-Total (as N),BOD - 5 days (Total),Chloride,Conductivity @25°C,Dissolved Oxygen,ortho-Phosphate (as P) - unspecified,pH,Temperature,Total Hardness (as CaCO3),True Colour,CCME_Values,CCME_WQI,WAWQI_Values,WAWQI,Horton_values,Horton WQI,Brown_values,Brown WQI,SRDD_values,SRDD WQI
AVONMORE_040,2013,Jan,9.0,0.02,0.4,18.6,356.0,57.4,0.005,5.6,5.3,11.0,70.0,75.02036066422967,Fair,93.7829350860189,Excellent,57.78181818181818,Fair,98.0777716,Excellent,91.2816808176,Excellent
AVONMORE_040,2013,Mar,11.0,0.019,0.8,18.6,356.0,57.1,0.01,5.86,4.5,10.0,101.0,73.0290902543144,Fair,84.43762070359249,Excellent,57.94909090909091,Fair,97.91877737,Excellent,90.830077436656,Excellent
AVONMORE_040,2013,May,7.0,0.01,0.6,18.6,356.0,56.3,0.002,6.15,8.3,10.0,71.0,75.14238973444961,Fair,99.09868923919919,Excellent,57.4,Fair,98.2518087,Excellent,91.317336283504,Excellent
AVONMORE_040,2013,Jul,12.0,0.012,0.8,18.6,356.0,55.47,0.01,6.53,17.2,18.0,39.0,77.67841361118057,Fair,84.98078782625878,Excellent,57.690909090909095,Fair,97.82868156,Excellent,91.029831239424,Excellent
AVONMORE_040,2013,Sep,11.0,0.0,0.99,18.6,356.0,55.91,0.012,6.05,11.4,8.0,95.0,73.59727520386987,Fair,81.12411472762378,Excellent,57.58545454545455,Fair,97.9526821,Excellent,90.781331676924,Excellent
AVONMORE_040,2013,Nov,18.0,0.024,0.7,18.6,356.0,56.6,0.01,6.2,6.3,16.0,79.0,74.53993346663353,Fair,84.48942651082035,Excellent,58.527272727272724,Fair,97.35114772,Excellent,90.60781004977599,Excellent
AVONMORE_040,2014,Jan,10.0,0.013,0.3,18.6,356.0,56.5,0.009,5.92,5.7,18.0,58.0,76.03691790662415,Fair,86.76832724355155,Excellent,57.66181818181818,Fair,97.98828879,Excellent,91.308777144256,Excellent
AVONMORE_040,2014,Mar,13.0,0.014,0.44,18.6,356.0,58.635,0.008,5.83,5.3,16.0,64.0,75.2238817953606,Fair,88.65995754555689,Excellent,58.67818181818182,Fair,97.72691662,Excellent,90.912174781596,Excellent
AVONMORE_040,2014,May,15.0,0.012,0.6,18.6,356.0,56.02,0.005,6.04,9.9,17.0,71.0,75.19141900398563,Fair,93.70179430011515,Excellent,57.98545454545455,Fair,97.60254936,Excellent,90.793241978304,Excellent
AVONMORE_040,2014,Jul,12.0,0.012,1.0,18.6,356.0,53.55,0.018,5.65,13.3,17.0,68.0,75.84569575488332,Fair,70.37312866360261,Good,56.67272727272727,Fair,97.86624596,Excellent,91.123843013056,Excellent
AVONMORE_040,2014,Sep,8.0,0.017,0.6,18.6,356.0,56.04,0.007,5.72,13.4,10.0,100.0,73.25794255727875,Fair,89.77965353389203,Excellent,57.24,Fair,98.17558311,Excellent,90.8134027164,Excellent
AVONMORE_040,2014,Nov,9.0,0.016,0.8,18.6,356.0,56.35,0.003,6.06,8.5,13.0,110.0,72.59093020726864,Fair,96.78283387140078,Excellent,57.56727272727273,Fair,98.07338188,Excellent,90.677994185584,Excellent
AVONMORE_040,2015,Jan,9.0,0.015,0.7,18.6,356.0,56.575,0.007,5.69,4.8,12.0,105.0,72.86249979559528,Fair,89.8116274684231,Excellent,57.51454545454546,Fair,98.08144905,Excellent,90.916370623164,Excellent
AVONMORE_040,2015,Mar,11.0,0.011,0.6,18.6,356.0,56.735,0.003,5.99,4.7,11.0,86.0,74.04929637188513,Fair,97.19713161242147,Excellent,57.86363636363637,Fair,97.93079553,Excellent,91.029939059964,Excellent
AVONMORE_040,2015,May,10.0,0.005,0.9,18.6,356.0,57.35,0.008,5.77,8.2,9.0,112.0,72.31991158911444,Fair,88.16630542194325,Excellent,57.91636363636364,Fair,98.00574435,Excellent,90.60219473894401,Excellent
AVONMORE_040,2015,Jul,13.0,0.029,1.7,18.6,356.0,56.05,0.008,5.85,14.6,13.0,134.0,71.23620810436223,Fair,87.32655702497068,Excellent,57.74545454545454,Fair,97.73407547,Excellent,89.923743326656,Good
AVONMORE_040,2015,Sep,5.0,0.011,0.8,18.6,356.0,56.55,0.004,6.73,11.0,3.0,129.0,71.44724194525978,Fair,94.76579471162873,Excellent,57.51999999999999,Fair,98.42156953,Excellent,90.637599481584,Excellent
AVONMORE_040,2016,May,127.0,0.025,1.2,8.41,55.0,55.7,0.019,6.4,9.7,13.0,69.0,75.38878697850555,Fair,68.37534010172283,Good,39.89181818181819,Moderate,88.99042115,Good,92.935503800256,Excellent
AVONMORE_040,2017,Feb,127.0,0.028,1.2,10.2,52.0,57.0,0.019,6.4,5.2,12.0,87.0,73.93993550123615,Fair,68.23414002451644,Good,40.25454545454546,Moderate,88.95367464,Good,92.784931256256,Excellent
AVONMORE_040,2017,May,127.0,0.065,1.2,9.71,69.0,57.3,0.019,6.9,10.3,17.0,45.0,76.85813447069604,Fair,67.96906089379627,Good,42.04636363636364,Moderate,88.89820835,Good,92.560241881536,Excellent
AVONMORE_040,2018,Feb,127.0,0.022,1.2,11.9,61.0,56.65,0.019,6.8,3.8,14.0,70.0,75.15113582076646,Fair,68.42664370760393,Good,41.24545454545454,Moderate,88.93322646,Good,92.727722815344,Excellent
AVONMORE_040,2018,Jul,127.0,0.026,1.2,11.6,99.0,56.35,0.019,7.1,18.0,21.0,19.0,81.6397990513386,Good,68.83078299151691,Good,44.67272727272727,Moderate,88.90257658,Good,91.870863845104,Excellent
AVONMORE_040,2019,May,127.0,0.028,1.2,9.52,64.0,57.0,0.019,6.8,8.4,17.0,71.0,75.02036066422967,Fair,68.33437812400484,Good,41.42909090909091,Moderate,88.93497784,Good,92.495643809536,Excellent
AVONMORE_040,2019,Jul,127.0,0.025,1.9,9.65,70.0,55.55,0.019,6.9,15.6,17.0,58.0,76.21149457607284,Fair,68.35519428722489,Good,41.49545454545455,Moderate,88.93820255,Good,92.340655927296,Excellent
AVONMORE_040,2019,Oct,127.0,0.021,1.2,8.51,51.0,46.65,0.019,6.4,11.0,16.0,174.0,70.33979387638654,Fair,66.50918162799515,Good,36.24636363636364,Moderate,89.12010903,Good,92.675593899504,Excellent
AVONMORE_040,2021,Aug,127.0,0.029,1.2,8.02,54.0,55.6,0.013,7.0,14.9,12.0,64.0,75.76429675207918,Fair,78.9458555458493,Good,39.947272727272725,Moderate,88.99117667,Good,92.824180572016,Excellent
BALLAGHAMUCK_010,2023,Feb,302.0,0.033,1.2,25.5,641.0,51.9,0.019,8.1,10.3,333.0,46.0,63.52174416483415,Moderate,67.77621180393776,Good,109.86363636363636,Unsuitable,73.84575879,Good,45.471404614896,Moderate
Ballinhassig East,2010,Jul,84.0,0.033,1.2,19.0,310.0,61.0,0.027,6.3,11.5,122.0,45.0,76.16540855010622,Fair,54.670060594067174,Fair,62.01818181818182,Fair,91.66257439,Excellent,85.703948255856,Good
Ballinhassig East,2010,Jul,202.0,0.153,1.2,30.0,534.0,14.0,0.067,7.5,10.3,236.0,10.0,70.23342967784576,Fair,-22.716607330308577,Unsuitable,77.45454545454545,Good,82.49493399,Good,73.69159459441599,Fair
Ballinhassig East,2010,Jul,62.0,0.293,1.2,17.0,235.0,54.9,0.468,6.2,11.1,68.0,45.0,65.0017498992382,Fair,-737.7019451953093,Unsuitable,50.76363636363636,Moderate,93.48830439,Excellent,90.8574802044,Excellent
Ballinhassig East,2010,Jul,198.0,7.37,1.2,19.0,526.0,21.0,0.019,6.3,13.1,202.0,45.0,56.99212350646015,Moderate,-65.43396803244474,Unsuitable,77.47272727272728,Good,77.3625749,Good,73.223597633536,Fair
Ballinhassig East,2010,Jul,59.0,0.402,1.2,16.0,212.0,54.9,0.044,7.5,14.1,80.0,42.0,77.5543132262378,Fair,17.036444612506756,Poor,48.78181818181818,Moderate,93.61567686000001,Excellent,91.173301607424,Excellent
Ballinhassig East,2010,Sep,75.0,0.033,1.2,17.0,300.0,80.0,0.031,6.9,11.3,112.0,45.0,72.95140581852021,Fair,49.025293028597616,Fair,67.23636363636363,Fair,92.12570319,Excellent,84.17039192126401,Good
Ballinhassig East,2010,Oct,238.0,0.499,1.2,25.0,550.0,54.9,0.041,7.2,12.1,228.0,7.0,70.26547536725826,Fair,21.062463196706403,Moderate,96.49090909090908,Excellent,78.88146316999999,Good,61.971613775344004,Fair
Ballinhassig East,2010,Oct,56.0,0.033,1.2,22.0,274.0,36.0,0.019,9.7,10.5,30.0,25.0,78.64003380123853,Fair,66.43734555072781,Good,48.61818181818182,Moderate,94.56292879,Excellent,92.60079485809601,Excellent
Ballinhassig East,2010,Oct,76.0,0.24,1.2,14.0,227.0,54.9,0.111,6.3,11.0,62.0,17.0,77.36651016096293,Fair,-99.16940290991309,Unsuitable,51.07272727272728,Fair,92.5252954,Excellent,90.943704240576,Excellent
Ballinhassig East,2010,Oct,141.0,0.033,1.2,15.0,336.0,21.0,0.023,7.0,11.0,136.0,45.0,84.74150648640381,Good,58.28990107836986,Fair,54.90909090909091,Fair,87.82644159,Good,86.6878639836,Good
Ballinhassig East,2010,Oct,218.0,9.987,1.2,22.0,564.0,54.9,0.093,6.3,12.1,110.0,15.0,52.39505926525246,Moderate,-241.04331183394623,Unsuitable,95.34545454545454,Excellent,73.60276621,Good,66.30443627505599,Fair
Ballinhassig East,2010,Oct,65.0,0.053,1.2,18.0,224.0,82.0,0.031,7.5,9.5,85.0,42.0,72.82783543098653,Fair,48.765524043845716,Fair,60.45454545454545,Fair,92.95737979,Excellent,87.398323586544,Good
Ballinhassig East,2010,Nov,66.0,0.033,1.2,17.0,277.0,69.0,0.029,6.2,7.7,99.0,45.0,74.74433453686245,Fair,51.80294863290512,Fair,60.07272727272727,Fair,93.06075879,Excellent,87.44411800881599,Good
Ballinhassig East,2010,Dec,216.0,0.033,1.2,24.0,523.0,19.0,0.038,7.5,9.8,218.0,6.0,75.71477785415154,Fair,31.662938082420027,Moderate,79.0,Good,81.56582659,Good,73.12095975,Fair
Ballinhassig East,2010,Dec,220.0,7.435,1.2,18.0,538.0,54.9,0.019,6.9,6.1,130.0,18.0,58.694772784039806,Moderate,-63.530321685075364,Unsuitable,93.01818181818182,Excellent,75.38999085,Good,67.48295357361602,Fair
Ballinhassig East,2010,Dec,47.0,0.028,1.2,18.0,213.0,95.0,0.019,7.6,3.1,94.0,7.0,74.09328072374052,Fair,72.10971966486858,Good,62.58181818181818,Fair,94.13705464,Excellent,87.638531571456,Good
Ballinhassig East,2011,Feb,68.0,0.033,1.2,18.0,267.0,69.0,0.027,6.1,11.0,100.0,8.0,78.82300384213792,Fair,55.802448237121794,Fair,59.4,Fair,92.89069839,Excellent,87.942354902256,Good
Ballinhassig East,2011,Feb,20.0,0.033,1.2,15.0,100.0,36.0,0.019,6.3,7.7,28.0,21.0,83.49363784261999,Good,67.13203500762384,Good,27.654545454545453,Poor,97.48104479,Excellent,97.433121786096,Excellent
Ballinhassig East,2011,Apr,65.0,0.246,1.2,15.0,221.0,54.9,1.482,6.3,8.9,102.0,6.0,57.30439263466545,Moderate,-2546.576118806779,Unsuitable,49.618181818181824,Moderate,93.08655978,Excellent,91.001151963136,Excellent
Ballinhassig East,2011,Apr,144.0,3.996,1.2,16.0,423.0,15.0,0.201,6.4,8.9,180.0,216.0,54.8477830999653,Moderate,-332.51761170744936,Unsuitable,60.78181818181818,Fair,84.39480608,Good,80.4798622144,Good
Ballinhassig East,2011,Apr,75.0,0.033,1.2,17.0,291.0,50.5,0.019,6.9,9.6,113.0,5.0,83.08071861524172,Good,68.40108525808375,Good,55.690909090909095,Fair,92.58160879,Excellent,88.948710374896,Good
Ballinhassig East,2011,Apr,40.0,0.033,1.2,15.0,235.0,50.0,0.019,6.6,8.8,86.0,5.0,83.20821535304978,Good,68.42426917814159,Good,46.945454545454545,Moderate,95.45355279,Excellent,92.665934410096,Excellent
Ballinhassig East,2011,Apr,60.0,0.033,1.2,21.0,301.0,61.0,0.019,9.5,10.6,31.0,6.0,80.55881000384935,Good,68.79863582695688,Good,60.36363636363637,Fair,93.87107679,Excellent,89.332277242096,Good
Ballinhassig East,2011,Apr,240.0,0.033,1.2,27.0,590.0,46.0,0.019,7.5,9.1,253.0,17.0,71.31848741330136,Fair,67.73190020605219,Good,97.36363636363636,Excellent,79.09667679,Good,60.67270276209599,Fair
Ballinhassig East,2011,Apr,220.0,0.033,1.2,22.0,593.0,54.0,0.019,8.1,9.6,146.0,8.0,74.910349665503,Fair,68.40958278401982,Good,98.4909090909091,Excellent,81.03822479,Good,65.048870845296,Fair
Ballinhassig East,2011,Apr,100.0,0.033,1.2,34.0,393.0,32.0,0.019,8.0,9.6,126.0,8.0,88.25998638329142,Good,66.58984184788852,Good,62.45454545454545,Fair,90.67503679000001,Excellent,85.81612924209601,Good
Ballinhassig East,2011,Jun,52.0,0.033,1.2,18.0,284.0,38.0,0.031,6.0,11.1,103.0,45.0,80.8449430681986,Good,45.64856400425956,Fair,48.18181818181818,Moderate,94.60554319,Excellent,91.378471172464,Excellent
Ballinhassig East,2011,Jun,22.0,0.033,1.2,16.0,112.0,53.0,0.019,6.5,10.0,33.0,13.0,82.4535915854991,Good,68.6178713946563,Good,35.27272727272727,Moderate,97.02627279000001,Excellent,96.021778275696,Excellent
Ballinhassig East,2011,Aug,232.0,0.033,1.2,30.0,517.0,0.0,0.023,7.4,11.3,208.0,11.0,82.39346321712974,Good,56.795374501738664,Fair,73.50909090909092,Good,80.59732559,Good,75.3032746236,Fair
Ballinhassig East,2011,Aug,78.0,0.033,1.2,15.0,263.0,45.0,0.019,6.6,11.0,103.0,8.0,84.52182319647999,Good,67.95972909145858,Good,51.127272727272725,Fair,92.50116079,Excellent,90.363023494896,Excellent
Ballinhassig East,2011,Aug,66.0,0.033,1.2,12.0,217.0,41.5,0.019,6.5,11.0,82.0,24.0,81.94837815972633,Good,67.50919279989671,Good,44.27272727272727,Moderate,93.61313279,Excellent,92.652929539696,Excellent
Ballinhassig East,2011,Aug,66.0,0.033,1.2,20.0,281.0,18.0,0.019,9.0,10.3,28.0,7.0,92.48918590399325,Good,65.24737467021615,Good,43.18181818181818,Moderate,94.10196479,Excellent,94.064208422896,Excellent
Ballinhassig East,2011,Aug,74.0,0.195,1.2,12.0,201.0,54.9,0.196,6.3,10.3,59.0,15.0,74.8714978044572,Fair,-250.07848487464264,Unsuitable,48.34545454545455,Moderate,92.74384305,Excellent,91.818638145136,Excellent
Ballinhassig East,2011,Aug,158.0,0.033,1.2,14.0,336.0,54.9,0.017,6.9,10.1,140.0,5.0,81.9883570666066,Good,72.32943631162685,Good,68.65454545454546,Fair,85.97140039,Good,81.393441684976,Good
Ballinhassig East,2011,Aug,265.0,6.829,1.2,17.0,577.0,0.0,0.034,6.5,12.4,152.0,68.0,61.493249317683876,Moderate,-84.6254001589682,Unsuitable,80.45454545454545,Good,73.13209767000001,Good,70.69271849559999,Fair
Ballinhassig East,2011,Aug,62.0,0.033,1.2,20.0,230.0,48.0,0.018,7.4,13.2,83.0,25.0,80.4038056066525,Good,69.66175074668914,Good,48.50909090909091,Moderate,93.72393059,Excellent,91.4154515964,Excellent
Ballinhassig East,2011,Sep,70.0,0.033,1.2,19.0,288.0,28.5,0.027,6.4,11.1,107.0,45.0,83.00662602253644,Good,51.90838539533562,Fair,46.96363636363637,Moderate,93.32136639,Excellent,91.295069030256,Excellent
Ballinhassig East,2011,Sep,20.0,0.033,1.2,17.0,122.0,33.5,0.019,6.3,11.2,35.0,7.0,87.80709405695002,Good,67.07305475753547,Good,28.927272727272726,Poor,97.46766479,Excellent,97.207264362096,Excellent
Ballinhassig East,2011,Oct,240.0,0.169,1.2,28.0,545.0,54.9,0.033,7.2,13.4,248.0,10.0,70.1501526978168,Fair,41.19774742667883,Fair,96.49090909090908,Excellent,78.86438767,Good,60.931349757936,Fair
Ballinhassig East,2011,Oct,132.0,0.033,1.2,35.0,402.0,0.0,0.019,7.9,11.1,148.0,8.0,94.1676740561275,Good,63.896542356146774,Good,54.6,Fair,88.57830879,Good,87.31680042289601,Good
Ballinhassig East,2011,Oct,61.0,0.033,1.2,21.0,275.0,37.0,0.017,6.6,11.2,103.0,46.0,80.97839849920499,Good,70.43115808563155,Good,48.309090909090905,Moderate,93.88392439,Excellent,91.086598676976,Excellent
Ballinhassig East,2011,Oct,53.0,0.033,1.2,11.0,213.0,46.0,0.019,6.5,12.4,75.0,38.0,79.71058473251881,Fair,67.73473360945991,Good,44.27272727272727,Moderate,94.59526879,Excellent,92.812517821296,Excellent
Ballinhassig East,2011,Oct,66.0,0.033,1.2,21.0,294.0,15.0,0.019,9.1,10.2,35.0,20.0,93.25090353443653,Good,64.82887941502506,Good,43.4,Moderate,94.10670879,Excellent,93.807128851696,Excellent
Ballinhassig East,2011,Oct,70.0,4.747,1.2,12.0,227.0,0.0,0.576,6.3,11.0,70.0,8.0,64.7607148938726,Moderate,-1014.2535579109187,Unsuitable,30.38181818181818,Poor,90.29077161,Excellent,95.899488399216,Excellent
Ballinhassig East,2011,Oct,42.0,0.033,1.2,12.0,163.0,1.0,0.019,6.0,11.8,55.0,22.0,94.15335351418848,Good,64.20889986471977,Good,22.272727272727273,Poor,96.23188479,Excellent,97.796711014896,Excellent
Ballinhassig East,2011,Oct,142.0,0.033,1.2,14.0,354.0,54.9,0.023,6.9,10.4,150.0,56.0,76.48084305577282,Fair,61.049569791607496,Good,68.83636363636364,Fair,87.17248559000001,Good,80.7157816956,Good
Ballinhassig East,2011,Oct,102.0,0.267,1.2,13.0,298.0,0.0,0.15,6.2,12.6,90.0,65.0,82.19986272097118,Good,-174.43786310566298,Unsuitable,39.800000000000004,Moderate,91.22319601,Excellent,92.733719075184,Excellent
Ballinhassig East,2011,Oct,284.0,0.091,1.2,22.0,602.0,54.9,0.019,7.5,10.9,204.0,5.0,69.98230796420836,Fair,67.58172281177484,Good,105.23636363636363,Unsuitable,75.75496253,Good,55.885908279664015,Moderate
Ballinhassig East,2011,Oct,62.0,0.267,1.2,18.0,234.0,41.5,0.028,7.4,12.9,82.0,18.0,85.4835149758887,Good,47.16212127351194,Fair,46.32727272727273,Moderate,93.66809561,Excellent,92.154242143216,Excellent
Ballinhassig East,2011,Nov,75.0,0.033,1.2,17.0,290.0,28.3,0.033,6.2,11.1,108.0,45.0,83.05295023227701,Good,41.21756024067014,Fair,47.27272727272727,Moderate,92.95411559,Excellent,91.10612529240001,Excellent
Ballinhassig East,2011,Dec,220.0,0.028,1.2,29.0,602.0,8.9,0.031,7.3,10.3,208.0,6.0,76.4833540387773,Fair,43.430065911749395,Fair,83.25454545454546,Good,81.40758104,Good,71.377671199744,Fair
Ballinhassig East,2011,Dec,250.0,0.033,1.2,22.0,666.0,0.7,0.028,7.7,10.8,146.0,8.0,87.80950171197463,Good,47.907206793992096,Fair,88.32727272727271,Good,79.53656859,Good,69.9189434556,Fair
Ballinhassig East,2011,Dec,134.0,0.033,1.2,34.0,445.0,0.1,0.019,7.9,9.2,129.0,5.0,94.14957798096285,Good,63.94050606704052,Good,58.63636363636363,Fair,88.51427679,Good,86.525609120496,Good
Ballinhassig East,2011,Dec,81.0,0.033,1.2,16.0,317.0,37.35,0.019,6.7,9.1,107.0,6.0,86.6681043969308,Good,67.31566777109468,Good,53.65454545454545,Fair,92.35810679,Excellent,89.689170741696,Good
Ballinhassig East,2011,Dec,63.0,0.033,1.2,22.0,299.0,40.05,0.019,6.4,10.1,102.0,7.0,85.89204014919062,Good,67.59136048799824,Good,51.800000000000004,Fair,93.67641079,Excellent,90.591989706496,Excellent
Ballinhassig East,2011,Dec,68.0,0.033,1.2,21.0,320.0,13.35,0.019,9.1,9.6,30.0,5.0,93.60123427526155,Good,64.85680004931189,Good,45.345454545454544,Moderate,93.99847879000001,Excellent,93.597845058496,Excellent
Ballinhassig East,2011,Dec,65.0,0.195,1.2,16.0,236.0,0.2,0.22,6.3,8.9,152.0,9.0,87.2997403112069,Good,-297.4876698948222,Unsuitable,31.181818181818183,Moderate,93.84881185,Excellent,95.04269775,Excellent
Ballinhassig East,2011,Dec,49.0,0.033,1.2,11.0,184.0,0.5,0.019,6.0,9.4,57.0,7.0,100.0,Excellent,64.33409611395656,Good,24.545454545454547,Poor,95.69754879,Excellent,97.532122381296,Excellent
Ballinhassig East,2011,Dec,160.0,0.033,1.2,14.0,390.0,0.4,0.024,6.8,9.5,146.0,5.0,100.0,Excellent,55.243770086332795,Fair,53.8909090909091,Fair,86.63842379,Good,87.20372601265599,Good
Ballinhassig East,2011,Dec,160.0,7.487,1.2,20.0,386.0,0.1,0.202,6.2,8.3,152.0,15.0,66.24655976405091,Fair,-395.5983494908378,Unsuitable,53.74545454545454,Fair,80.74591901,Good,86.29030892440001,Good
Ballinhassig East,2011,Dec,60.0,0.067,1.2,16.0,251.0,47.0,0.071,7.1,7.7,79.0,14.0,80.32502806652458,Good,-25.45880699301189,Unsuitable,49.4,Moderate,93.92855221,Excellent,91.680398165616,Excellent
Ballinhassig East,2012,Feb,73.0,0.033,1.2,31.0,290.0,34.4,0.032,6.2,11.1,106.0,45.0,81.65279218444176,Good,43.51848516575923,Fair,50.58181818181818,Moderate,92.87315739,Excellent,90.051955981296,Excellent
Ballinhassig East,2012,Feb,18.0,0.033,1.2,15.0,114.0,41.3,0.019,6.0,8.7,37.0,10.0,85.5395142011874,Good,67.75724128935039,Good,30.563636363636363,Poor,97.51805279,Excellent,96.961435050096,Excellent
Ballinhassig East,2012,Feb,220.0,0.033,1.2,30.0,537.0,15.55,0.033,7.5,9.4,242.0,14.0,75.93407122861805,Fair,40.20441000347773,Fair,79.92727272727274,Good,81.14064159,Good,71.5702025584,Fair
Ballinhassig East,2012,Feb,240.0,0.033,1.2,23.0,592.0,25.65,0.068,8.0,9.3,170.0,45.0,67.63679388282543,Fair,-21.857006331928147,Unsuitable,89.96363636363637,Good,79.80613859,Good,67.4365425264,Fair
Ballinhassig East,2012,Feb,125.0,0.033,1.2,37.0,394.0,21.2,0.058,8.0,9.4,130.0,45.0,79.66804571044474,Fair,-4.359284524754656,Unsuitable,61.16363636363636,Fair,88.84558258999999,Good,84.95444510040001,Good
Ballinhassig East,2012,Feb,71.0,0.033,1.2,20.0,283.0,43.95,0.027,6.8,9.8,114.0,45.0,79.55045766917469,Fair,53.139244800864155,Fair,52.45454545454545,Fair,92.95850439,Excellent,89.483521760256,Good
Ballinhassig East,2012,Feb,65.0,0.027,1.2,20.0,252.0,46.85,0.021,6.6,9.1,97.0,5.0,84.02755142435072,Good,64.69006830758909,Good,50.07272727272727,Moderate,93.46081101,Excellent,91.094598107136,Excellent
Ballinhassig East,2012,Feb,70.0,0.033,1.2,21.0,293.0,13.9,0.022,9.1,10.1,50.0,45.0,86.30400740879574,Good,59.09954759396768,Unsuitable,43.27272727272727,Moderate,93.74760739,Excellent,93.285827666416,Excellent
Ballinhassig East,2012,Feb,50.0,0.164,1.2,13.0,169.0,0.7,0.112,6.1,9.7,58.0,31.0,86.62457233570518,Good,-104.2917351902799,Unsuitable,23.563636363636363,Poor,95.48066732,Excellent,97.467242336704,Excellent
Ballinhassig East,2012,Feb,51.0,0.033,1.2,12.0,174.0,0.6,0.114,6.1,8.8,71.0,6.0,92.42318371300848,Good,-105.25405960658401,Unsuitable,23.981818181818184,Poor,95.46090579,Excellent,97.460094810736,Excellent
Ballinhassig East,2012,Feb,148.0,0.033,1.2,15.0,345.0,15.6,0.035,7.2,9.7,164.0,45.0,85.94509411099065,Good,36.37101758824641,Moderate,54.47272727272727,Fair,87.24223599,Good,86.137215827824,Good
Ballinhassig East,2012,Feb,160.0,4.211,1.2,20.0,368.0,0.1,0.279,6.3,7.6,160.0,33.0,67.48303191030404,Fair,-474.7922632065504,Unsuitable,52.14545454545455,Fair,83.25313813,Good,86.68068260990401,Good
Ballinhassig East,2012,Feb,51.0,0.071,1.2,17.0,224.0,49.8,0.043,7.3,7.7,90.0,32.0,79.41242065152463,Fair,24.452348696068157,Moderate,47.309090909090905,Moderate,94.52404673000001,Excellent,91.973000425584,Excellent
Ballinhassig East,2012,Jun,72.0,0.033,1.2,18.0,314.0,34.35,0.033,6.2,11.4,109.0,45.0,81.66412602799797,Good,41.72825383821918,Fair,51.47272727272727,Fair,93.07826959,Excellent,89.9259779184,Good
Ballinhassig East,2012,Jun,230.0,0.027,1.2,31.0,591.0,7.25,0.015,7.3,10.4,270.0,11.0,82.10197069333658,Good,71.8070036939065,Good,82.74545454545455,Good,80.36794181,Good,69.033624214464,Fair
Ballinhassig East,2012,Jun,284.0,0.037,1.2,21.0,665.0,0.5,0.019,7.5,10.4,224.0,5.0,81.9169402355338,Good,63.94399762615421,Good,91.0909090909091,Excellent,76.56785690999999,Good,64.418822719984,Fair
Ballinhassig East,2012,Jun,142.0,0.033,1.2,34.0,438.0,0.1,0.019,8.0,10.4,156.0,5.0,94.15474258178858,Good,63.917168650601305,Good,58.76363636363636,Fair,87.77407279,Good,85.584704624496,Good
Ballinhassig East,2012,Jun,146.0,0.033,1.2,18.0,311.0,40.0,0.016,6.8,10.5,135.0,9.0,85.90623144247434,Good,72.83157843325039,Good,60.2,Fair,87.11647019,Good,85.046898778224,Good
Ballinhassig East,2012,Jun,50.0,0.033,1.2,12.0,195.0,43.35,0.019,6.7,10.8,74.0,10.0,84.9708660310636,Good,67.78760956019758,Good,41.56363636363636,Moderate,94.86179479,Excellent,93.858286850496,Excellent
Ballinhassig East,2012,Jun,61.0,0.033,1.2,21.0,316.0,14.45,0.019,8.5,10.2,60.0,11.0,93.37428689702341,Good,64.99270571977901,Good,44.52727272727273,Moderate,94.40209879,Excellent,93.380453168896,Excellent
Ballinhassig East,2012,Jun,50.0,0.254,1.2,13.0,227.0,0.2,0.532,6.3,10.1,78.0,7.0,75.74429604227441,Fair,-855.4714511757978,Unsuitable,28.727272727272727,Poor,95.29734602,Excellent,96.625783694784,Excellent
Ballinhassig East,2012,Jun,35.0,0.042,1.2,13.0,182.0,0.3,0.019,6.0,9.9,71.0,20.0,100.0,Excellent,64.01115839827939,Good,23.2,Poor,96.70081906,Excellent,97.657704432064,Excellent
Ballinhassig East,2012,Jun,166.0,0.053,1.2,14.0,368.0,0.1,0.028,6.9,10.2,166.0,10.0,100.0,Excellent,47.64349241075426,Fair,52.36363636363637,Fair,86.07293719,Good,86.9819030364,Good
Ballinhassig East,2012,Jun,120.0,3.069,1.2,16.0,329.0,1.0,0.404,6.4,11.0,152.0,292.0,58.676494355744445,Moderate,-680.3762126927686,Unsuitable,44.96363636363637,Moderate,87.30585487,Good,86.5365310524,Good
Ballinhassig East,2012,Jun,46.0,0.106,1.2,16.0,232.0,44.9,0.042,7.2,11.5,86.0,43.0,79.51854174676491,Fair,25.092733668572947,Moderate,45.67272727272728,Moderate,94.99052358,Excellent,92.369102041536,Excellent
Ballinhassig East,2012,Aug,70.0,0.033,1.2,18.0,292.0,32.2,0.034,6.6,11.5,105.0,45.0,82.15405131139089,Good,39.68744267796939,Unsuitable,48.654545454545456,Moderate,93.28062179,Excellent,90.836859323376,Excellent
Ballinhassig East,2012,Aug,20.0,0.033,1.2,14.0,114.0,27.15,0.019,7.1,11.5,29.0,6.0,89.74872251662887,Good,66.39789761774813,Good,25.90909090909091,Poor,97.61678679,Excellent,97.740846709696,Excellent
Ballinhassig East,2012,Aug,218.0,0.029,1.2,30.0,553.0,21.0,0.027,7.4,13.0,220.0,14.0,75.3909186575003,Fair,51.46579300016215,Fair,83.14545454545454,Good,81.31045427000001,Good,70.49593984830399,Fair
